Date,Value
2020-04-01,+63.7
2020-04-02,+63.4
2020-04-03,+63.5
2020-04-04,+63.8
2020-04-05,+64.4
2020-04-06,+63.9
2020-04-07,+63.1
2020-04-08,+62.5
2020-04-09,+63.2
2020-04-10,+62.8
2020-04-11,+63.3
2020-04-12,+63.4
2020-04-13,+63.3
2020-04-14,+63.3
2020-04-15,+63.3
2020-04-16,+63.6
2020-04-17,+63.5
2020-04-18,+63.0
2020-04-19,+63.4
2020-04-20,+63.3
2020-04-21,+63.2
2020-04-22,+62.6
2020-04-23,+63.3
2020-04-24,+63.3
2020-04-26,+63.1
2020-04-27,+63.0
2020-04-28,+62.8
2020-04-29,+62.3
2020-04-30,+62.0
